"ntee","description","definition","BroadCategory","MajorGroup","two.digit","type.org","two.digit.s","tens","ones","hosp","univ"
"L80","Housing Support","Organizations that provide supportive services which help people obtain and remain in suitable housing. Use this code for organizations that provide multiple supportive services or for supportive services specified below.",5,"L","80","regular","80","8","0",FALSE,FALSE
"L81","Home Improvement & Repairs","Organizations that provide assistance for homeowners who need to upgrade their homes to make them attractive, safe, accessible and energy efficient.",5,"L","81","regular","81","8","1",FALSE,FALSE
"L82","Housing Expense Reduction Support","Organizations that provide home purchase or construction loans; finance new living accommodations; or pay current housing and/or utility bills for people who cannot afford to make the payments themselves and who qualify for this service on the basis of need or income.",5,"L","82","regular","82","8","2",FALSE,FALSE
"L99","Housing & Shelter N.E.C.","Use this code for organizations that clearly provide housing or shelter services where the major purpose is unclear enough that a more specific code cannot be accurately assigned.",5,"L","99","regular","99","9","9",FALSE,FALSE
"M01","Alliances & Advocacy","Organizations whose activities focus on influencing public policy within the Public Safety, Disaster Preparedness, and Relief major group area. Includes a variety of activities from public education and influencing public opinion to lobbying national and state legislatures.",5,"M","01","speciality","01","0","1",FALSE,FALSE
"M02","Management & Technical Assistance","Consultation, training, and other forms of management assistance services to nonprofit groups within the Public Safety, Disaster Preparedness, and Relief major group area.",5,"M","02","speciality","02","0","2",FALSE,FALSE
"M03","Professional Societies & Associations","Learned societies, professional councils, and other organizations that bring together individuals or organizations with a common professional or vocational interest within the Public Safety, Disaster Preparedness, and Relief major group area.",5,"M","03","speciality","03","0","3",FALSE,FALSE
"M05","Research Institutes & Public Policy Analysis","Organizations whose primary purpose is to conduct research and/or public policy analysis within the Public Safety, Disaster Preparedness, and Relief major group area.",5,"M","05","speciality","05","0","5",FALSE,FALSE
"M11","Single Organization Support","Organizations existing as a fund-raising entity for a single institution within the Public Safety, Disaster Preparedness & Relief major group area.",5,"M","11","speciality","11","0","1",FALSE,FALSE
"M12","Fund Raising & Fund Distribution","Organizations that raise and distribute funds for multiple organizations within the Public Safety, Disaster Preparedness, and Relief major group area.",5,"M","12","speciality","12","0","2",FALSE,FALSE
"M19","Support N.E.C.","Organizations that provide all forms of support except for financial assistance or fund raising for other organizations within the Public Safety, Disaster Preparedness, and Relief major group area.",5,"M","19","speciality","19","0","9",FALSE,FALSE
"M20","Disaster Preparedness & Relief Services","Organizations that work to prevent, predict or control the effects of disasters (e.g. floods, earthquakes, fires, tornadoes), to educate or otherwise prepare individuals to cope with the effects of such disasters or to provide broad-based relief services to victims of such disasters. Use this code for organizations that provide a wide range of disaster services or for those that offer disaster services not specified below.",5,"M","20","regular","20","2","0",FALSE,FALSE
"M23","Search & Rescue Squads","Volunteer and other organizations that provide emergency rescue operations and/or lifesaving activities for people who are stranded, lost, accident victims, or exposed to other life-threatening dangers. Included may be organizations that participate in air rescue, mountain rescue, sea rescue, ski rescue, traffic accident rescue and urban search and rescue operations.",5,"M","23","regular","23","2","3",FALSE,FALSE
"M24","Fire Prevention","Organizations that are responsible for the control and extinction of fires; and the inspection of buildings, hillside property and industrial plants to ensure compliance with fire codes.",5,"M","24","regular","24","2","4",FALSE,FALSE
"M40","Safety Education","Organizations that make the public aware of the measures that people can take to reduce the risk of accidents. Use this code for general safety programs or those that deal with a specific safety education issue not specified below.",5,"M","40","regular","40","4","0",FALSE,FALSE
"M41","First Aid","Organizations that provide instruction in the basic lifesaving techniques that are used in the administration of emergency assistance to individuals who have been injured prior to the arrival of trained medical personnel. Includes CPR instruction and instruction in techniques for relieving an individual who is choking.",5,"M","41","regular","41","4","1",FALSE,FALSE
"M42","Automotive Safety","Organizations that make the public aware of the measures people can take to ensure their own safety and that of others while driving or riding as passengers in a motor vehicle, riding a bicycle, roller skating, skateboarding or walking as pedestrians in traffic.",5,"M","42","regular","42","4","2",FALSE,FALSE
"M60","Public Safety Benevolent Associations","Organizations whose primary purpose is to support the needs of public safety agencies and their personnel.",5,"M","60","regular","60","6","0",FALSE,FALSE
"M99","Public Safety, Disaster Preparedness & Relief N.E.C.","Use this code for organizations that clearly provide public safety or disaster services where the major purpose is unclear enough that a more specific code cannot be accurately assigned.",5,"M","99","regular","99","9","9",FALSE,FALSE
"N01","Alliances & Advocacy","Organizations whose activities focus on influencing public policy within the Recreation, Sports, Leisure, Athletics major group area. Includes a variety of activities from public education and influencing public opinion to lobbying national and state legislatures.",5,"N","01","speciality","01","0","1",FALSE,FALSE
"N02","Management & Technical Assistance","Consultation, training, and other forms of management assistance services to nonprofit groups within the Recreation, Sports, Leisure, Athletics major group area.",5,"N","02","speciality","02","0","2",FALSE,FALSE
"N03","Professional Societies & Associations","Learned societies, professional councils, and other organizations that bring together individuals or organizations with a common professional or vocational interest within the Recreation, Sports, Leisure, Athletics major group area.",5,"N","03","speciality","03","0","3",FALSE,FALSE
"N05","Research Institutes & Public Policy Analysis","Organizations whose primary purpose is to conduct research and/or public policy analysis within the Recreation, Sports, Leisure, Athletics major group area.",5,"N","05","speciality","05","0","5",FALSE,FALSE
"N11","Single Organization Support","Organizations existing as a fund-raising entity for a single institution within the Recreation & Sports major group area.",5,"N","11","speciality","11","0","1",FALSE,FALSE
"N12","Fund Raising & Fund Distribution","Organizations that raise and distribute funds for multiple organizations within the Recreation, Sports, Leisure, Athletics major group area.",5,"N","12","speciality","12","0","2",FALSE,FALSE
"N19","Support N.E.C.","Organizations that provide all forms of support except for financial assistance or fund raising for other organizations within the Recreation, Sports, Leisure, Athletics major group area.",5,"N","19","speciality","19","0","9",FALSE,FALSE
"N20","Camps","Organizations that operate facilities for cooperative group living experiences in the out-of-doors; and which provide opportunities to learn campcraft, nature lore and conservation, and participate in a wide range of indoor and outdoor recreational, athletic and group social activities including cookouts.",5,"N","20","regular","20","2","0",FALSE,FALSE
"N2A","RV (Recreational Vehicle) Parks and Campgrounds","NULL",5,"N","2A","regular","2A","2","A",FALSE,FALSE
"N2B","Recreational and Vacation Camps (Except Campgrounds)","NULL",5,"N","2B","regular","2B","2","B",FALSE,FALSE
"N30","Physical Fitness & Community Recreational Facilities","Organizations that provide acreage and facilities for a broad range of recreational and fitness activities, sports and games. Use this code for recreational facilities available to the general public and for recreational programs not specified below.",5,"N","30","regular","30","3","0",FALSE,FALSE
"N31","Community Recreational Centers","Organizations that operate centers which offer, at a single location, a variety of recreational facilities such as athletic fields and courts, a gymnasium, a swimming pool and public lockers. Recreational centers usually offer an organized program of activities for community residents and provide all necessary equipment.",5,"N","31","regular","31","3","1",FALSE,FALSE
"N32","Parks & Playgrounds","Organizations that develop, maintain and make available to the general public recreational areas which are equipped with athletic fields and courts, campgrounds, picnic areas and a variety of recreational trails such as bridle trails, hiking trails, off-the-road vehicle trails and snowmobile trails.",5,"N","32","regular","32","3","2",FALSE,FALSE
"N40","Sports Associations & Training Facilities","Organizations such as intercollegiate athletic associations that promote athletic competition among member schools. Also includes separately organized private educational institutions that provide instruction in a particular sport or recreational activity.",5,"N","40","regular","40","4","0",FALSE,FALSE
"N50","Recreational Clubs","Organizations that make available to members and their guests and facilities for recreational activities, sports and games. Also included are social clubs that provide opportunities for people to meet and socialize with their peers at dances, parties, picnics, barbecues and other companionable events; and special interest clubs which enable people to share hobbies or other interests with individuals with those same interests. \[Many of these are 501(c)(7) organizations.\]",5,"N","50","regular","50","5","0",FALSE,FALSE
"N52","Fairs","Organizations that sponsor, organize and promote fairs and festivals. Includes collectible/antique fairs, county and state fairs, street fairs, festivals, parades, and other similar activities during religious and patriotic holidays and other special occasions.",5,"N","52","regular","52","5","2",FALSE,FALSE
"N60","Amateur Sports","Organizations that provide opportunities for people of all ages to learn, become competitive in and enjoy the organized recreational activity, sport or game of their choice. These programs may be offered by local clubs devoted to a particular activity or sport; may provide individual or team coaching assistance or instruction, access to equipment and facilities, and uniforms, if necessary; and may sponsor or make arrangements for athletes to participate in amateur competitions, usually at the local or regional level, and provide officials for games. These events are generally for the enjoyment of the athletes and are not at a high enough competitive level to be considered spectator sports.",5,"N","60","regular","60","6","0",FALSE,FALSE
"N61","Fishing & Hunting","Organizations that provide opportunities for people to learn and become competitive in archery; fly or bait fishing; game bird, game fowl, or game animal hunting; fox hunting; and/or the use of firearms on the target range.",5,"N","61","regular","61","6","1",FALSE,FALSE
"N62","Basketball","Organizations that provide opportunities for people to learn and become competitive in basketball. basketball equipment, uniforms, and officials for competitions are generally included.",5,"N","62","regular","62","6","2",FALSE,FALSE
"N63","Baseball & Softball","Organizations such as Little Leagues that provide opportunities for people to learn and become competitive in baseball or softball. Coaching, access to a baseball field, baseball equipment, uniforms, and managers and umpires for games are generally included.",5,"N","63","regular","63","6","3",FALSE,FALSE
"N64","Soccer","Organizations that provide opportunities for people to learn and become competitive in soccer. Coaching, access to a soccer field, soccer equipment, uniforms, and officials for competitions are generally included.",5,"N","64","regular","64","6","4",FALSE,FALSE
"N65","Football","Organizations that provide opportunities for people to learn and become competitive in football. Coaching, access to a football field, football equipment, uniforms, and referees for competitions are generally included.",5,"N","65","regular","65","6","5",FALSE,FALSE
"N66","Racquet Sports","Organizations that provide opportunities for people to learn and become competitive in tennis, badminton, racquet ball, squash, table tennis and other racquet sports. Coaching, access to courts, equipment and officials for competitions are generally included.",5,"N","66","regular","66","6","6",FALSE,FALSE
"N67","Swimming & Other Water Recreation","Organizations that provide opportunities for people to learn and become competitive in swimming, diving, snorkeling, surfing, water skiing, water polo, boating, white water rafting and other water sports. Coaching, access to a swimming pool or other facilities, sports equipment, and officials for competitions are generally included.",5,"N","67","regular","67","6","7",FALSE,FALSE
"N68","Winter Sports","Organizations that provide opportunities for people to learn and become competitive in ice hockey, ice skating, alpine and cross-country skiing, sledding/tobogganing and other winter sports. Coaching; access to skating rinks, ski slopes or other facilities; sports equipment; and officials for competitions are generally included.",5,"N","68","regular","68","6","8",FALSE,FALSE
"N69","Equestrian","Organizations that provide opportunities for people to learn and become competitive in sports involving horseback riding and jumping. Coaching, access to riding and jumping facilities and officials for competitions are generally included.",5,"N","69","regular","69","6","9",FALSE,FALSE
"N6A","Golf","Organizations including public golf courses that provide opportunities for people to learn and become competitive in the game of golf. Coaching, access to a golf course, golf equipment, and officials for competitions are generally included.",5,"N","6A","regular","6A","6","A",FALSE,FALSE
"N70","Amateur Sports Competitions","Organizations that sponsor sports competitions for amateurs at the national, state, or international level or competitions at multiple levels including the international level.",5,"N","70","regular","70","7","0",FALSE,FALSE
"N71","Olympics","Organizations that prepare amateur athletes to participate in the Olympics, an international program of sports training and athletic competition which features a variety of sports and games, or in other similar competitions. Included are the national governing bodies for sports that are part of the Olympic and Pan-American Games whose charge is to select, train and manage athletes who represent the U.S. internationally.",5,"N","71","regular","71","7","1",FALSE,FALSE
"N72","Special Olympics","Organizations that prepare people to participate in the Special Olympics, an international program of sports training and athletic competition for children and adults with disabilities which features a variety of sports and games, or in other similar competitions.",5,"N","72","regular","72","7","2",FALSE,FALSE
"N80","Professional Athletic Leagues","Membership organizations that are engaged in promoting the interests of individuals who are active or who have retired from professional sports.",5,"N","80","regular","80","8","0",FALSE,FALSE
"N99","Recreation & Sports N.E.C.","Use this code for organizations that clearly provide recreation, sports, leisure or athletics services where the major purpose is unclear enough that a more specific code cannot be accurately assigned.",5,"N","99","regular","99","9","9",FALSE,FALSE
"O01","Alliances & Advocacy","Organizations whose activities focus on influencing public policy within the Youth Development major group area. Includes a variety of activities from public education and influencing public opinion to lobbying national and state legislatures.",5,"O","01","speciality","01","0","1",FALSE,FALSE
"O02","Management & Technical Assistance","Consultation, training, and other forms of management assistance services to nonprofit groups within the Youth Development major group area.",5,"O","02","speciality","02","0","2",FALSE,FALSE
"O03","Professional Societies & Associations","Learned societies, professional councils, and other organizations that bring together individuals or organizations with a common professional or vocational interest within the Youth Development major group area.",5,"O","03","speciality","03","0","3",FALSE,FALSE
"O05","Research Institutes & Public Policy Analysis","Organizations whose primary purpose is to conduct research and/or public policy analysis within the Youth Development major group area.",5,"O","05","speciality","05","0","5",FALSE,FALSE
"O11","Single Organization Support","Organizations existing as a fund-raising entity for a single institution within the Youth Development major group area.",5,"O","11","speciality","11","0","1",FALSE,FALSE
"O12","Fund Raising & Fund Distribution","Organizations that raise and distribute funds for multiple organizations within the Youth Development major group area.",5,"O","12","speciality","12","0","2",FALSE,FALSE
"O19","Support N.E.C.","Organizations that provide all forms of support except for financial assistance or fund raising for other organizations within the Youth Development major group area.",5,"O","19","speciality","19","0","9",FALSE,FALSE
"O20","Youth Centers & Clubs","Organizations that provide supervised recreational and social activities for children and youth of all ages and backgrounds, but particularly for disadvantaged youth, through youth-oriented clubs or centers with the objective of building character and developing leadership and social skills among participants. Use this code for teen centers and clubs other than Boys Clubs, Girls Clubs or Boys and Girls Clubs, e.g., Police Athletic Leagues.",5,"O","20","regular","20","2","0",FALSE,FALSE
"O21","Boys Clubs","Organizations specifically designated as Boys Clubs that provide a wide range of supervised activities and delinquency prevention services for children and youth of all ages and backgrounds, but particularly for disadvantaged youth, with the objective of building character and developing leadership and social skills among participants.",5,"O","21","regular","21","2","1",FALSE,FALSE
"O22","Girls Clubs","Organizations specifically designated as Girls Clubs that provide a wide range of supervised activities and delinquency prevention services for children and youth of all ages and backgrounds, but particularly for disadvantaged youth, with the objective of building character and developing leadership and social skills among participants.",5,"O","22","regular","22","2","2",FALSE,FALSE
"O23","Boys & Girls Clubs","Organizations specifically designated as Boys and Girls Clubs that provide a wide range of supervised activities and delinquency prevention services for children and youth of all ages and backgrounds, but particularly for disadvantaged youth, with the objective of building character and developing leadership and social skills among participants.",5,"O","23","regular","23","2","3",FALSE,FALSE
"O30","Adult & Child Matching Programs","Programs, also known as adult/child mentoring programs, that provide male or female adult companionship, guidance and/or role models for young men or women. Use this code for all adult, child matching programs other than Big Brothers or Big Sisters.",5,"O","30","regular","30","3","0",FALSE,FALSE
"O31","Big Brothers & Big Sisters","Organizations specifically designated as Big Brothers or Big Sisters that provide male or female adult companionship, guidance and/or role models for young men or women.",5,"O","31","regular","31","3","1",FALSE,FALSE
"O40","Scouting","Programs that provide opportunities for children and youth to develop individual and group initiative and responsibility, self-reliance, courage, personal fitness, discipline and other desirable qualities of character through participation in a wide range of organized recreational, educational and civic activities under the leadership of qualified adult volunteers. Use this code for troop type organizations not specifically designated as Boy Scouts of America, Girl Scouts of the U.S.A or Camp Fire.",5,"O","40","regular","40","4","0",FALSE,FALSE
"O41","Boy Scouts of America","Organizations specifically designated as Boy Scouts of America troops and councils.",5,"O","41","regular","41","4","1",FALSE,FALSE
"O42","Girl Scouts of the U.S.A.","Organizations specifically designated as Girl Scouts of the U.S.A. troops and councils.",5,"O","42","regular","42","4","2",FALSE,FALSE
"O43","Camp Fire","Organizations specifically designated as Camp Fire programs.",5,"O","43","regular","43","4","3",FALSE,FALSE
"O50","Youth Development Programs","Programs that provide opportunities for children and youth to participate in recreational, cultural, social and civic activities through membership in clubs and other youth groups with a special focus whose purpose is to help youngsters develop their potential and grow into healthy, educated, responsible and productive adults. Use this code for youth development programs not specified below.",5,"O","50","regular","50","5","0",FALSE,FALSE
"O51","Youth Community Service Clubs","Organizations like Key Club that provide opportunities for children and youth to make a contribution to their local community through volunteer service projects. The purpose of the organization is to develop leadership skills and good citizenship practices in youngsters who are interested in service to others.",5,"O","51","regular","51","5","1",FALSE,FALSE
"O52","Youth Development - Agricultural","Organizations like 4-H Club, and Future Homemakers that emphasize the total development of young people through work on animal, engineering, family/consumer health, resource, plant or social science projects in consultation with their parents and supervising adult volunteers. Members also participate in camping activities, leadership conferences, awards programs and community service activities.",5,"O","52","regular","52","5","2",FALSE,FALSE
"O53","Youth Development - Business","Organizations like Junior Achievement that utilize volunteers from the teaching profession, business and industry to provide firsthand information about the business world for children and youth. Some clubs may also initiate small business ventures under the guidance of adult volunteers.",5,"O","53","regular","53","5","3",FALSE,FALSE
"O54","Youth Development - Citizenship","Organizations like Youth Republic and Girls Nation that provide opportunities for young people to gain a clear understanding of the process of government and to develop an appreciation for their approaching citizenship responsibilities.",5,"O","54","regular","54","5","4",FALSE,FALSE
"O55","Youth Development - Religious Leadership","Organizations like Youth for Christ, Campus Crusade for Christ and Liberal Religious Youth that provide a variety of recreational and social activities for young people with the objective of strengthening their religious values and meeting their spiritual needs as well as supporting their growth and development as individuals.",5,"O","55","regular","55","5","5",FALSE,FALSE
"O99","Youth Development N.E.C.","Use this code for organizations that clearly provide youth development services where the major purpose is unclear enough that a more specific code cannot be accurately assigned.",5,"O","99","regular","99","9","9",FALSE,FALSE
"P01","Alliances & Advocacy","Organizations whose activities focus on influencing public policy within the Human Services - Multipurpose and Other major group area. Includes a variety of activities from public education and influencing public opinion to lobbying national and state legislatures.",5,"P","01","speciality","01","0","1",FALSE,FALSE
"P02","Management & Technical Assistance","Consultation, training, and other forms of management assistance services to nonprofit groups within the Human Services - Multipurpose and Other major group area.",5,"P","02","speciality","02","0","2",FALSE,FALSE
"P03","Professional Societies & Associations","Learned societies, professional councils, and other organizations that bring together individuals or organizations with a common professional or vocational interest within the Human Services - Multipurpose and Other major group area.",5,"P","03","speciality","03","0","3",FALSE,FALSE
"P05","Research Institutes & Public Policy Analysis","Organizations whose primary purpose is to conduct research and/or public policy analysis within the Human Services - Multipurpose and Other major group area.",5,"P","05","speciality","05","0","5",FALSE,FALSE
"P11","Single Organization Support","Organizations existing as a fund-raising entity for a single institution within the Human Services major group area.",5,"P","11","speciality","11","0","1",FALSE,FALSE
"P12","Fund Raising & Fund Distribution","Organizations that raise and distribute funds for multiple organizations within the Human Services - Multipurpose and Other major group area.",5,"P","12","speciality","12","0","2",FALSE,FALSE
"P19","Support N.E.C.","Organizations that provide all forms of support except for financial assistance or fund raising for other organizations within the Human Services - Multipurpose and Other major group area.",5,"P","19","speciality","19","0","9",FALSE,FALSE
"P20","Human Service Organizations","Organizations that provide a broad range of social services for individuals or families. Use this code for multiservice organizations such as Lutheran Social Services, Catholic Social Services and other community service organizations not specified below that provide a variety of services from throughout the P section or services from the P section in combination with services described in other sections (e.g., an organization that provides family counseling, substance abuse services, employment assistance and services for at - risk youth).",5,"P","20","regular","20","2","0",FALSE,FALSE
"P21","American Red Cross","Separately incorporated, local chapters of the American Red Cross.",5,"P","21","regular","21","2","1",FALSE,FALSE
"P22","Urban League","Separately incorporated, local Urban League sites.",5,"P","22","regular","22","2","2",FALSE,FALSE
"P24","Salvation Army","Separately incorporated, local Salvation Army sites.",5,"P","24","regular","24","2","4",FALSE,FALSE
"P26","Volunteers of America","Separately incorporated, local Volunteers of America sites.",5,"P","26","regular","26","2","6",FALSE,FALSE
"P27","Young Mens or Womens Associations","Separately incorporated, local YMCA, YWCA, YMHA, YWHA sites.",5,"P","27","regular","27","2","7",FALSE,FALSE
"P28","Neighborhood Centers","Neighborhood-based multipurpose centers that offer, at a single location, a wide variety of services and activities that are structured to meet the needs of the entire community through different programs for different age and interest groups.",5,"P","28","regular","28","2","8",FALSE,FALSE
"P29","Thrift Shops","Organizations that offer new or second-hand furniture, appliances, clothing, toys and other material goods at lower than retail prices, and which often use the proceeds from sales to support other services to the community. Thrift shops accept direct donations from the public of new and reusable goods.",5,"P","29","regular","29","2","9",FALSE,FALSE
"P30","Children & Youth Services","Organizations that provide a wide variety of informational, social and supportive services for children and youth including runaways and other troubled youth. Use this code for organizations that provide services for children and/or youth that are not specified below.",5,"P","30","regular","30","3","0",FALSE,FALSE
"P31","Adoption","Organizations that arrange permanent homes under new legal parentage for individuals whose birth parents are unable or unwilling to provide for their care.",5,"P","31","regular","31","3","1",FALSE,FALSE
"P32","Foster Care","Organizations that provide an alternative family living arrangement in agency-supervised family homes for dependent children who have been removed from their homes because of abuse, neglect or abandonment; or for children or adults with disabilities who are unable to live with their birth families or in an independent setting.",5,"P","32","regular","32","3","2",FALSE,FALSE
"P33","Child Day Care","Organizations that provide substitute parental care for children during some portion of a twenty-four hour day.",5,"P","33","regular","33","3","3",FALSE,FALSE
"P40","Family Services","Organizations that provide a wide variety of social services that are designed to support healthy family development, improve the familys ability to resolve problems and prevent the need for unnecessary placement of children in settings outside the home. Use this code for organizations that provide comprehensive family support services or which offer services other than those specified below.",5,"P","40","regular","40","4","0",FALSE,FALSE
"P42","Single Parent Agencies","Organizations like Parents Without Partners that provide supportive services for single parents.",5,"P","42","regular","42","4","2",FALSE,FALSE
"P43","Family Violence Shelters","Organizations that provide temporary shelter for women who have experienced domestic violence and for their children.",5,"P","43","regular","43","4","3",FALSE,FALSE
"P44","In-Home Assistance","Organizations that provide assistance in performing routine household, yard and personal care activities for frail elderly, disabled or indigent individuals or families whose normal routines have been disrupted by an emergency.",5,"P","44","regular","44","4","4",FALSE,FALSE
"P45","Family Services for Adolescent Parents","Organizations that provide pregnancy counseling, maternity home care and other supportive services for pregnant adolescents or adolescents who are parents.",5,"P","45","regular","45","4","5",FALSE,FALSE
"P46","Family Counseling","Organizations that offer therapeutic sessions which focus on the system of relationships and communication patterns among family members and which attempt to modify those relationships and patterns to achieve greater harmony. The therapist focuses on the family as a unit rather than concentrating on one of the members who is singled out as the one in need of treatment.",5,"P","46","regular","46","4","6",FALSE,FALSE
"P47","Pregnancy Centers","Organizations that provide free and confidential services to women and families facing unplanned pregnancies. Services can include pregnancy testing and physician exams with ultrasound, counseling on pregnancy-related issues, information on STDs, healthcare & community referrals, and help with material goods such as maternity and baby items.",5,"P","47","regular","47","4","7",FALSE,FALSE
"P50","Personal Social Services","Organizations that provide a variety of personal social services or which offer personal social services not specified below.",5,"P","50","regular","50","5","0",FALSE,FALSE
"P51","Financial Counseling","Organizations that provide advice and guidance for people who need assistance in obtaining credit, obtaining or correcting information in their credit records, reducing their debt burden or managing their financial resources more effectively.",5,"P","51","regular","51","5","1",FALSE,FALSE
"P52","Transportation Assistance","Organizations that provide or coordinate free or low-cost transportation services for older adults, people with disabilities, people with medical conditions, people who are indigent, students and other eligible individuals.",5,"P","52","regular","52","5","2",FALSE,FALSE
"P58","Gift Distribution","Organizations - like Toys for Tots - that provide, coordinate or raise money and donations for holiday assistance and gift distribution programs, usually but not exclusively organized around holidays.",5,"P","58","regular","58","5","8",FALSE,FALSE
"P60","Emergency Assistance","Organizations that provide food, clothing, household goods, cash and other forms of short-term emergency assistance for indigent individuals and families who have insufficient resources to meet their basic needs.",5,"P","60","regular","60","6","0",FALSE,FALSE
"P61","Travelers Aid","Organizations that provide supportive services including information and emergency assistance for tourists, travelers or other visitors who are stranded or have encountered other problems.",5,"P","61","regular","61","6","1",FALSE,FALSE
"P62","Victims Services","Organizations that provide supportive services for crime victims which may include crisis counseling, medical services, escort services, transportation, child care, financial assistance, protective services, information about the mechanics of court proceedings, assistance with forms to file for reimbursement of crime-related expenses or losses, and/or advice and guidance concerning court appearances.",5,"P","62","regular","62","6","2",FALSE,FALSE
"P70","Residential Care & Adult Day Programs","Organizations that provide alternative living arrangements for people who require care, supervision and support on a 24-hour basis or during part of the day. Use this code for organizations that provide residential, custodial care, but the specific nature of the facility is unclear, or which have multiple facilities which fall into more than one category below.",5,"P","70","regular","70","7","0",FALSE,FALSE
"P71","Adult Day Care","Organizations that provide personal care for dependent adults or adults with disabilities in a supervised group setting during some portion of a twenty-four hour day. Services may include social and recreational activities, training that is essential for sustaining the activities of daily living and meals, as appropriate.",5,"P","71","regular","71","7","1",FALSE,FALSE
"P73","Group Homes","Facilities, usually located in residential neighborhoods, that provide 24-hour non-medical care for individuals with disabilities who need supervision and/or assistance with activities of daily living.",5,"P","73","regular","73","7","3",FALSE,FALSE
"P74","Hospices","Organizations that provide palliative and supportive services including medical care, pain and symptom management, home nurse visitation, case management, counseling, and bereavement services for terminally ill people who are in the final stages of their illnesses and for members of their families.",5,"P","74","regular","74","7","4",FALSE,FALSE
"P75","Supportive Housing for Older Adults","Residential facilities for older adults who are unable to function in an independent living environment because they need assistance with toileting, bathing, dressing, medication, meals and housekeeping and other activities of daily living, but do not require nursing care on a regular basis.",5,"P","75","regular","75","7","5",FALSE,FALSE
"P76","Homes for Children & Adolescents","Organizations that provide alternative living arrangements for children and young adults who require care, supervision and support on a 24-hour basis or during part of the day. Use also for children and youth who have been neglected or abandoned and would benefit from a professionally supervised, structured group environment.",5,"P","76","regular","76","7","6",FALSE,FALSE
"P7A","Residential Intellectual and Developmental Disability Facilities (group homes, intermediate care facilities & hospitals)","NULL",5,"P","7A","regular","7A","7","A",FALSE,FALSE
"P80","Centers to Support the Independence of Specific Populations","Organizations that provide multipurpose centers or services that meet the needs and interests of a particular target population. Use this code for centers or services for special populations not specified below or for facilities that serve multiple special populations.",5,"P","80","regular","80","8","0",FALSE,FALSE
"P81","Senior Centers","Organizations that provide or coordinate a wide variety of programs and services that meet the needs and interests of the senior population. Also included are organizations that administer funding for senior services under Title III of the Older Americans Act.",5,"P","81","regular","81","8","1",FALSE,FALSE
"P82","Developmentally Disabled Centers","Organizations such as retarded citizens associations that provide or coordinate a wide variety of programs and services for people with developmental disabilities.",5,"P","82","regular","82","8","2",FALSE,FALSE
"P83","Women's Centers","Organizations that provide or coordinate a wide variety of programs and services that are needed by and of interest to this population.",5,"P","83","regular","83","8","3",FALSE,FALSE
"P84","Ethnic & Immigrant Centers","Organizations that provide or coordinate a wide variety of programs and services that are structured to meet the social, educational, economic, recreational and other needs of specific ethnic and/or immigrant groups in ways that are culturally appropriate.",5,"P","84","regular","84","8","4",FALSE,FALSE
"P85","Homeless Centers","Organizations that provide supportive services for individuals and families who are homeless or which work with people who are at risk for homelessness in an effort to prevent them from losing their permanent residence.",5,"P","85","regular","85","8","5",FALSE,FALSE
"P86","Blind & Visually Impaired Centers","Organizations that provide or coordinate a wide variety of programs and services for people who are blind or have visual impairments.",5,"P","86","regular","86","8","6",FALSE,FALSE
"P87","Deaf & Hearing Impaired Centers","Organizations that provide or coordinate a wide variety of programs and services for people who are deaf or have hearing impairments.",5,"P","87","regular","87","8","7",FALSE,FALSE
"P88","LGBT Centers","Organizations that provide or coordinate a wide variety of programs and services that meet the needs and interests of people who are lesbian, gay, bisexual, or transgenedered.",5,"P","88","regular","88","8","8",FALSE,FALSE
"P99","Human Services N.E.C.","Use this code for organizations that clearly provide human services where the major purpose is unclear enough that a more specific code cannot be accurately assigned.",5,"P","99","regular","99","9","9",FALSE,FALSE
"Q01","Alliances & Advocacy","Organizations whose primary purpose is influencing public policy within the International, Foreign Affairs, and National Security major group area. Includes groups employing a activities designed to influence government and international institutional policy, such as, public education and influencing public opinion, public mobilizations, and lobbying.",6,"Q","01","speciality","01","0","1",FALSE,FALSE
"Q02","Management & Technical Assistance","Organizations whose primary purpose is consultation, training, and other forms of management and administrative support services to nonprofit groups within the International, Foreign Affairs, and National Security major group area.",6,"Q","02","speciality","02","0","2",FALSE,FALSE
"Q03","Professional Societies & Associations","Learned societies, professional councils, and other organizations that bring together individuals or organizations with a common professional or vocational interest within the International, Foreign Affairs, and National Security major group area.",6,"Q","03","speciality","03","0","3",FALSE,FALSE
"Q05","Research Institutes & Public Policy Analysis","Organizations whose primary purpose is to conduct research and/or public policy analysis within the International, Foreign Affairs, and National Security major group area.",6,"Q","05","speciality","05","0","5",FALSE,FALSE
"Q11","Single Organization Support","Organizations existing as a fund-raising entity for a single institution within the International, Foreign Affairs & National Security major group area.",6,"Q","11","speciality","11","0","1",FALSE,FALSE
"Q12","Fund Raising & Fund Distribution","Organizations that raise and distribute funds for multiple organizations within the International, Foreign Affairs, and National Security major group area.",6,"Q","12","speciality","12","0","2",FALSE,FALSE
"Q19","Support N.E.C.","Organizations that provide all forms of support except for financial assistance or fund raising for other organizations within the International, Foreign Affairs and National Security major group area.",6,"Q","19","speciality","19","0","9",FALSE,FALSE
